0,0,1109,
0,0,1520,
0,0,1725,
0,0,2342,
0,0,3164,
0,0,3369,
0,0,3780,
0,0,3986,
0,0,4191,
0,0,5013,
0,0,5629,
0,0,6040,
0,0,6657,
0,0,7068,
0,0,7273,
0,0,7376,
0,0,7479,
0,0,8301,
0,0,8712,
0,0,9123,
0,0,9739,
0,0,9944,
0,0,10349,
0,0,10552,
0,0,10754,
0,0,10957,
0,0,11160,
0,0,12157,
0,0,12255,
0,0,12354,
0,0,12946,
0,0,13045,
0,0,13149,
0,0,13757,
0,0,14162,
0,0,14365,
0,0,14567,
0,0,14770,
0,0,15176,
0,0,15378,
0,0,15986,
0,0,16189,
0,0,16392,
0,0,16797,
0,0,17203,
0,0,18013,
0,0,18621,
0,0,19027,
0,0,19432,
0,0,19534,
0,0,19635,
0,0,20243,
0,0,20344,
0,0,20446,
0,0,21257,
0,0,21662,
0,0,22067,
0,0,22473,
0,0,22676,
0,0,22777,
0,0,22878,
0,0,23272,
0,0,23667,
0,0,24062,
0,0,24555,
0,0,26447,
0,0,26646,
0,0,27043,
0,0,27242,
0,0,27639,
0,0,28036,
0,0,28434,
0,0,28831,
0,0,29030,
0,0,29129,
0,0,29228,
0,0,29824,
0,0,30222,
0,0,30420,
0,0,30818,
0,0,31414,
0,0,31811,
0,0,32010,
0,0,32407,
0,0,32804,
0,0,33400,
0,0,33798,
0,0,34394,
0,0,34791,
0,0,35387,
0,0,35587,
0,0,36895,
0,0,37813,
0,0,38018,
0,0,39646,
0,0,40430,
0,0,41410,
0,0,41606,
0,0,41802,
0,0,41998,
0,0,42195,
0,0,42391,
0,0,42783,
0,0,43371,
0,0,43567,
0,0,44351,
0,0,44940,
0,0,45038,
0,0,45136,
0,0,45724,
0,0,45920,
0,0,46508,
0,0,47096,
0,0,47293,
0,0,47489,
0,0,48077,
0,0,48665,
0,0,49057,
0,0,49645,
0,0,50234,
0,0,51410,
0,0,52195,
0,0,52783,
0,0,52979,
0,0,53567,
0,0,53763,
0,0,54351,
0,0,54547,
0,0,54940,
0,0,55332,
0,0,55920,
0,0,56116,
0,0,56900,
0,0,57489,
0,0,58273,
0,0,58469,
0,0,59057,
0,0,59645,
0,0,59842,
0,0,60038,
0,0,60626,
0,0,61214,
0,0,61410,
0,0,61606,
0,0,62195,
0,0,62783,
0,0,62979,
0,0,63175,
0,0,63959,
0,0,64744,
0,0,64842,
0,0,67882,
0,0,68470,
0,0,68568,
0,0,68666,
0,0,68862,
0,0,69450,
0,0,69646,
0,0,69842,
0,0,70234,
0,0,70823,
0,0,71019,
0,0,71607,
0,0,71803,
0,0,72587,
0,0,73176,
0,0,73568,
0,0,73960,
0,0,74156,
0,0,74744,
0,0,74842,
0,0,74940,
0,0,75725,
0,0,76117,
0,0,76509,
0,0,77097,
0,0,77293,
0,0,77685,
0,0,78078,
0,0,78568,
0,0,78666,
0,0,78764,
0,0,78862,
0,0,80431,
0,0,81019,
0,0,81117,
0,0,81215,
0,0,81411,
0,0,81999,
0,0,82391,
0,0,82587,
0,0,82783,
0,0,83372,
0,0,83568,
0,0,83960,
0,0,84156,
0,0,84352,
0,0,85136,
0,0,85725,
0,0,85823,
0,0,85921,
0,0,86117,
0,0,86215,
0,0,86313,
0,0,86509,
0,0,86705,
0,0,87293,
0,0,87391,
0,0,87489,
0,0,88274,
0,0,88666,
0,0,89058,
0,0,89450,
0,0,89646,
0,0,89842,
0,0,90234,
0,0,90431,
0,0,90627,
0,0,91019,
0,0,91117,
0,0,91215,
0,0,91313,
0,0,91425,
0,0,91534,
0,0,93942,
0,0,94334,
0,0,95118,
0,0,95510,
0,0,96099,
0,0,96295,
0,0,96883,
0,0,97079,
0,0,97667,
0,0,97863,
0,0,98452,
0,0,98844,
0,0,99040,
0,0,99236,
0,0,99432,
0,0,100020,
0,0,100608,
0,0,100805,
0,0,101001,
0,0,101589,
0,0,102177,
0,0,102373,
0,0,102569,
0,0,103158,
0,0,103746,
0,0,104138,
0,0,104922,
0,0,105707,
0,0,106295,
0,0,106491,
0,0,107079,
0,0,107275,
0,0,107863,
0,0,108059,
0,0,108256,
0,0,108452,
0,0,108844,
0,0,109432,
0,0,109628,
0,0,110216,
0,0,110412,
0,0,111001,
0,0,111393,
0,0,111981,
0,0,112569,
0,0,113158,
0,0,113354,
0,0,113550,
0,0,114138,
0,0,114726,
0,0,115118,
0,0,115707,
0,0,116687,
0,0,117667,
0,0,117863,
0,0,118059,
0,0,118256,
0,0,121411,
