0,0,1314,
0,0,1520,
0,0,1725,
0,0,2547,
0,0,3369,
0,0,4602,
0,0,5013,
0,0,5424,
0,0,5835,
0,0,6040,
0,0,6246,
0,0,6657,
0,0,8301,
0,0,8712,
0,0,9123,
0,0,9534,
0,0,10349,
0,0,11565,
0,0,11959,
0,0,12354,
0,0,13149,
0,0,14365,
0,0,15176,
0,0,15581,
0,0,16392,
0,0,18013,
0,0,18419,
0,0,19230,
0,0,19432,
0,0,19635,
0,0,20446,
0,0,21662,
0,0,22067,
0,0,22473,
0,0,23272,
0,0,24062,
0,0,24456,
0,0,25641,
0,0,26050,
0,0,26844,
0,0,28036,
0,0,28235,
0,0,28434,
0,0,28831,
0,0,29626,
0,0,30420,
0,0,30818,
0,0,31215,
0,0,32010,
0,0,32407,
0,0,33599,
0,0,33997,
0,0,34791,
0,0,35587,
0,0,35989,
0,0,36392,
0,0,38018,
0,0,38429,
0,0,38840,
0,0,39646,
0,0,41214,
0,0,41606,
0,0,42391,
0,0,42783,
0,0,43371,
0,0,43567,
0,0,44351,
0,0,46312,
0,0,47096,
0,0,47489,
0,0,48273,
0,0,49449,
0,0,49645,
0,0,49842,
0,0,50626,
0,0,51410,
0,0,52195,
0,0,54155,
0,0,55136,
0,0,55332,
0,0,55724,
0,0,56116,
0,0,56508,
0,0,56900,
0,0,58861,
0,0,59253,
0,0,59645,
0,0,60038,
0,0,61214,
0,0,61606,
0,0,62391,
0,0,63175,
0,0,63567,
0,0,63959,
0,0,67882,
0,0,68274,
0,0,68666,
0,0,69058,
0,0,69450,
0,0,70038,
0,0,70234,
0,0,71411,
0,0,72195,
0,0,73372,
0,0,73568,
0,0,73764,
0,0,74156,
0,0,74940,
0,0,75332,
0,0,75725,
0,0,77293,
0,0,77685,
0,0,78078,
0,0,78470,
0,0,80431,
0,0,81215,
0,0,82391,
0,0,82587,
0,0,82783,
0,0,83176,
0,0,83568,
0,0,84352,
0,0,85136,
0,0,85921,
0,0,87097,
0,0,87882,
0,0,88274,
0,0,88862,
0,0,89058,
0,0,91019,
0,0,91425,
0,0,93158,
0,0,93942,
0,0,94334,
0,0,94726,
0,0,95903,
0,0,96099,
0,0,96295,
0,0,97079,
0,0,97471,
0,0,97863,
0,0,98648,
0,0,99824,
0,0,100216,
0,0,100608,
0,0,101393,
0,0,102177,
0,0,102961,
0,0,103354,
0,0,103746,
0,0,104138,
0,0,105707,
0,0,106491,
0,0,106883,
0,0,107275,
0,0,108844,
0,0,109236,
0,0,110020,
0,0,110412,
0,0,111981,
0,0,113158,
0,0,113550,
0,0,114726,
0,0,115118,
0,0,115903,
0,0,116295,
0,0,116687,
0,0,117471,
0,0,118256,
0,0,121411,
